Wall time,Step,Value
1781427287.6484272,623,27.162822723388672
1781427289.949522,625,27.067461013793945
1781427291.0616133,626,27.06279182434082
1781427292.1809754,627,27.068286895751953
1781427293.322375,628,27.236370086669922
1781427294.491339,629,27.14691162109375
1781427297.7066138,632,27.24729347229004
1781427298.7814267,633,27.181291580200195
1781427299.8324986,634,27.126689910888672
1781427300.9426591,635,27.24541664123535
1781427303.1093433,637,27.25547981262207
1781427306.3815372,640,27.22587013244629
1781427307.4507358,641,27.27741241455078
1781427308.5210724,642,27.235700607299805
1781427309.6061656,643,27.28160858154297
1781427310.6972454,644,27.23160171508789
1781427311.7474287,645,27.32942008972168
1781427315.082814,648,27.199176788330078
1781427316.1689467,649,27.266172409057617
1781427318.2816591,651,27.323867797851562
1781427319.331025,652,27.35565185546875
1781427320.4665954,653,27.042085647583008
1781427321.5255475,654,26.77461814880371
1781427322.6007047,655,27.010278701782227
1781427325.8387392,658,27.261642456054688
1781427326.9505808,659,27.285964965820312
1781427328.0121195,660,27.342416763305664
1781427329.076726,661,27.325721740722656
1781427335.4917178,667,27.15247917175293
1781427337.6166024,669,27.333574295043945
1781427338.6846633,670,27.331073760986328
1781427341.8989089,673,27.451007843017578
1781427344.015535,675,27.389141082763672
1781427345.0776205,676,27.41594886779785
1781427346.142061,677,27.472339630126953
1781427347.228273,678,27.511653900146484
1781427348.2816377,679,27.51065444946289
1781427349.3457887,680,27.46910858154297
1781427351.554498,682,27.549442291259766
1781427352.6640418,683,27.455116271972656
1781427353.7643156,684,27.397029876708984
1781427354.835052,685,27.554786682128906
1781427357.027633,687,27.637937545776367
1781427358.1364398,688,27.507322311401367
1781427359.217389,689,27.485172271728516
1781427360.311911,690,27.569421768188477
1781427362.4518912,692,27.56363296508789
1781427363.5143638,693,27.212053298950195
1781427364.5944924,694,27.545412063598633
1781427365.6573858,695,27.54931640625
1781427366.6998327,696,27.604795455932617
1781427367.7511375,697,27.504886627197266
1781427369.918555,699,27.636655807495117
1781427373.1274664,702,27.599891662597656
1781427374.2048576,703,27.611486434936523
1781427376.3180106,705,27.708566665649414
1781427380.5659094,709,27.56180763244629
1781427381.6465044,710,27.543861389160156
1781427383.792353,712,27.5574951171875
1781427384.904265,713,27.592708587646484
1781427387.025578,715,27.663007736206055
1781427389.2662137,717,27.69548988342285
1781427391.3966498,719,27.65229034423828
1781427392.490812,720,27.723608016967773
1781427393.6074436,721,27.50996208190918
1781427395.834494,723,27.75667381286621
1781427396.9212627,724,27.728328704833984
1781427397.9977663,725,27.803401947021484
1781427399.1190476,726,27.616863250732422
1781427400.1927462,727,27.689538955688477
1781427401.2607696,728,27.70665168762207
1781427402.3384843,729,27.717283248901367
1781427403.4299514,730,27.747528076171875
1781427404.54299,731,27.752574920654297
1781427405.6008086,732,27.77251434326172
1781427406.7008133,733,27.71387481689453
1781427408.8717172,735,27.875961303710938
1781427412.1062896,738,27.50728988647461
1781427413.1753669,739,27.598896026611328
1781427414.2826524,740,27.82338523864746
1781427416.401781,742,27.613597869873047
1781427417.4558356,743,27.556669235229492
1781427418.559649,744,27.525461196899414
1781427419.6379094,745,27.35683250427246
1781427420.7646363,746,27.49726676940918
1781427426.0813453,751,27.77843475341797
1781427427.138063,752,27.816171646118164
1781427430.3498769,755,27.771228790283203
1781427431.3912005,756,27.878620147705078
1781427433.5496166,758,27.925458908081055
1781427434.6490338,759,27.933757781982422
1781427438.9590514,763,27.849361419677734
1781427440.065704,764,27.986413955688477
1781427441.1434293,765,27.932554244995117
1781427443.2382421,767,27.788667678833008
1781427444.2705798,768,27.75101089477539
1781427445.352539,769,27.965862274169922
1781427446.4665804,770,27.80245590209961
1781427447.5248322,771,27.920509338378906
1781427448.567988,772,27.930635452270508
1781427449.6188674,773,27.501150131225586
1781427451.7565742,775,27.851720809936523
1781427452.8321216,776,27.748254776000977
1781427453.915009,777,27.57694435119629
1781427454.9987829,778,27.679964065551758
1781427456.035309,779,27.629995346069336
1781427457.078829,780,27.869281768798828
1781427458.1398346,781,27.994997024536133
1781427459.188576,782,27.727691650390625
1781427460.2498262,783,27.695024490356445
1781427463.4740841,786,27.43628692626953
1781427465.5913525,788,27.419193267822266
1781427466.6677227,789,27.88943099975586
1781427468.7408924,791,27.99321174621582
1781427470.8445215,793,27.7365665435791
1781427471.888381,794,28.04554557800293
1781427472.9286222,795,27.902019500732422
1781427473.987818,796,27.910078048706055
1781427475.045484,797,28.007186889648438
1781427477.1378326,799,27.89386558532715
1781427478.1678495,800,27.913476943969727
1781427482.3787746,804,27.961759567260742
1781427483.4285972,805,27.986865997314453
1781427484.459629,806,27.987674713134766
1781427485.523246,807,27.980226516723633
1781427488.7512043,810,27.83419418334961
1781427489.7968671,811,27.905885696411133
1781427491.9668982,813,28.09174156188965
1781427493.0645814,814,27.941320419311523
1781427496.2239325,817,28.047710418701172
1781427497.3096342,818,28.061065673828125
1781427498.3316627,819,27.88141441345215
1781427499.3877573,820,28.026533126831055
1781427500.4543586,821,28.090417861938477
1781427501.494523,822,28.14420509338379
1781427502.5634818,823,28.1016845703125
1781427503.58846,824,28.096942901611328
1781427504.6402245,825,27.999223709106445
1781427505.705042,826,27.9801082611084
1781427506.74375,827,28.088520050048828
1781427507.7966092,828,27.880701065063477
1781427509.8439713,830,27.839275360107422
1781427511.9214563,832,28.028610229492188
1781427512.9957473,833,27.62646484375
1781427515.0450423,835,28.04050636291504
1781427516.0734906,836,27.689619064331055
1781427517.1349816,837,27.821815490722656
1781427519.2950013,839,28.111173629760742
1781427520.3288717,840,28.01599884033203
1781427522.4172456,842,28.035253524780273
1781427523.5049188,843,28.10574722290039
1781427525.6536334,845,28.13182830810547
1781427527.7535663,847,28.097681045532227
1781427530.9709852,850,28.227386474609375
1781427531.9965618,851,27.919652938842773
1781427535.1845522,854,27.660409927368164
1781427537.2694683,856,28.180587768554688
1781427538.3558547,857,28.090681076049805
1781427539.4088676,858,28.268585205078125
1781427541.517594,860,28.081165313720703
1781427542.5710487,861,28.07674789428711
1781427543.6248374,862,28.227659225463867
1781427546.7461367,865,28.150972366333008
1781427547.7766612,866,28.125686645507812
1781427549.8688755,868,27.761150360107422
1781427551.9540367,870,27.653615951538086
1781427553.001924,871,28.1368408203125
1781427556.1630602,874,27.92441177368164
1781427558.2387965,876,28.120603561401367
1781427559.288863,877,28.02960777282715
1781427562.436124,880,28.252017974853516
1781427563.4609795,881,28.2352294921875
1781427564.4958966,882,28.051382064819336
1781427565.562418,883,28.061874389648438
1781427566.603323,884,28.229555130004883
1781427567.6490736,885,28.061059951782227
1781427568.719323,886,28.154539108276367
1781427569.7816186,887,28.130924224853516
1781427570.8221693,888,28.20746421813965
1781427571.8848228,889,28.161453247070312
1781427572.9336987,890,28.25969123840332
1781427575.0208685,892,28.171661376953125
1781427576.0879285,893,28.2487850189209
1781427578.2293599,895,28.392873764038086
1781427580.3992379,897,28.13081169128418
1781427581.451175,898,28.27484130859375
1781427584.606639,901,28.146127700805664
1781427585.651002,902,27.96778678894043
1781427587.7572472,904,28.175514221191406
1781427588.808179,905,28.239713668823242
1781427589.8565261,906,28.35979652404785
1781427590.886606,907,28.085092544555664
1781427591.949096,908,27.815814971923828
1781427594.0277524,910,28.184268951416016
1781427595.0718474,911,27.6462459564209
1781427597.3556895,913,27.559410095214844
1781427598.4272451,914,27.884754180908203
1781427600.5964077,916,27.913589477539062
1781427601.67628,917,27.858531951904297
1781427602.7236023,918,28.01816177368164
1781427603.7787368,919,28.222320556640625
1781427604.8245232,920,28.2490177154541
1781427605.88356,921,27.895170211791992
1781427607.9893873,923,28.392257690429688
1781427612.2831075,927,28.302547454833984
1781427613.34662,928,28.301958084106445
1781427614.4193132,929,28.351154327392578
1781427615.5079963,930,28.35892105102539
1781427616.6150827,931,28.123937606811523
1781427617.6991222,932,28.31993293762207
1781427618.8082662,933,28.313331604003906
1781427619.876762,934,28.37110137939453
1781427620.9540205,935,28.298419952392578
1781427625.265204,939,28.305248260498047
1781427626.3276954,940,28.088239669799805
1781427627.4339752,941,28.18338966369629
1781427628.5500052,942,28.277013778686523
1781427631.7577658,945,28.1812686920166
1781427632.8675394,946,27.92288589477539
1781427633.973797,947,28.026288986206055
1781427636.1216717,949,28.187877655029297
1781427637.1879466,950,28.212007522583008
1781427639.3247557,952,28.354949951171875
1781427641.5008032,954,28.17742919921875
1781427642.5533144,955,28.152114868164062
1781427643.6061008,956,27.89301300048828
1781427646.7687058,959,27.812681198120117
1781427647.8109748,960,28.148502349853516
1781427648.8608897,961,28.02544403076172
1781427649.9373896,962,28.155242919921875
1781427651.0206318,963,27.84670639038086
1781427652.1201708,964,28.218896865844727
1781427653.2048879,965,28.38677406311035
1781427655.3078556,967,28.19231414794922
1781427656.3657315,968,28.091041564941406
1781427659.4525223,971,28.277545928955078
1781427664.7193382,976,28.138608932495117
1781427666.815264,978,28.335905075073242
1781427667.8735442,979,28.30707359313965
1781427668.9350886,980,28.25588035583496
1781427669.9539092,981,28.31360626220703
1781427671.0151055,982,28.356945037841797
1781427672.0428498,983,28.282854080200195
1781427675.2070613,986,28.418367385864258
1781427676.2920258,987,28.148597717285156
1781427677.3562286,988,28.09100341796875
1781427678.3921046,989,28.407445907592773
1781427679.4697978,990,28.457582473754883
1781427681.559157,992,28.24272346496582
1781427683.6155825,994,28.30419158935547
1781427684.6680703,995,27.859094619750977
1781427685.7120872,996,27.925512313842773
1781427687.7737448,998,28.17821502685547
1781427688.8088262,999,28.191326141357422
1781427689.846153,1000,28.39142417907715
1781427690.864131,1001,28.356822967529297
1781427691.9018044,1002,28.17072105407715
1781427692.9455554,1003,28.128524780273438
1781427694.0006275,1004,28.316049575805664
1781427695.098136,1005,28.325885772705078
1781427696.1572573,1006,28.34153175354004
1781427697.2116964,1007,28.291105270385742
1781427701.4873013,1011,28.39929962158203
1781427703.5852292,1013,28.369709014892578
1781427704.7016428,1014,28.306631088256836
1781427705.7517908,1015,28.43828010559082
1781427706.8148656,1016,28.2956485748291
1781427707.8960097,1017,28.454723358154297
1781427711.032992,1020,28.352434158325195
1781427713.1861188,1022,28.345945358276367
1781427717.3734417,1026,28.446876525878906
1781427719.461894,1028,28.124387741088867
1781427720.5117316,1029,28.22907829284668
1781427722.5847194,1031,28.518238067626953
1781427726.8156939,1035,27.76340675354004
1781427727.8263273,1036,28.111492156982422
1781427728.885172,1037,28.351459503173828
1781427729.8987093,1038,28.03562355041504
1781427730.9469948,1039,28.221357345581055
1781427735.094863,1043,28.628507614135742
1781427737.2586434,1045,28.125694274902344
1781427738.3185937,1046,28.309600830078125
1781427740.4211035,1048,28.403297424316406
1781427741.4899466,1049,28.271102905273438
1781427744.6588387,1052,28.50390625
1781427745.716422,1053,28.130611419677734
1781427746.7434657,1054,28.41261863708496
1781427748.8574197,1056,28.457990646362305
1781427750.9583726,1058,28.192352294921875
1781427752.0128102,1059,28.30222511291504
1781427753.038428,1060,28.409360885620117
1781427755.1162052,1062,28.346921920776367
1781427756.1510208,1063,28.573863983154297
1781427758.2882426,1065,28.49544334411621
1781427759.3804307,1066,28.24213981628418
1781427760.4597473,1067,28.45270538330078
1781427762.5158353,1069,28.429080963134766
1781427763.5606802,1070,28.449748992919922
1781427764.6059856,1071,28.238309860229492
1781427765.6292894,1072,28.18660545349121
1781427766.6718056,1073,28.459367752075195
1781427767.7489374,1074,28.407852172851562
1781427770.8252351,1077,28.458032608032227
1781427771.8719733,1078,28.21086883544922
1781427773.9397771,1080,28.2736759185791
1781427775.017493,1081,27.897565841674805
1781427776.0552104,1082,27.506624221801758
1781427777.0920897,1083,27.75794219970703
1781427779.2009408,1085,28.310544967651367
1781427780.2620754,1086,28.425750732421875
1781427781.2981498,1087,28.46372413635254
